"wdpa_id","screenname","status","stage","name_en","threat_category","threat_sub_category","potential_threat","rating","inside_site","outside_site","assessment_cycle"
"2010","mizuki","Completed","Review","Ngorongoro Conservation Area","Climate Change and Severe Weather","Droughts","Climate change","Data Deficient","1","0","2017"
"2010","mizuki","Completed","Review","Ngorongoro Conservation Area","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Climate change","Data Deficient","1","0","2017"
"145576","elena","In Progress","Assessment","Heard and McDonald Islands","Geological Events","Volcanoes","Episodic eruptions of Big Ben (Heard Island)","Very Low Threat","1","0","2017"
"555556049","elena","In Progress","Assessment","Tajik National Park (Mountains of the Pamirs)","Transportation and Service Corridors","Roads/ Railroads","Small number of 4WD roads/tracks","Very Low Threat","1","1","2017"
"555556049","elena","In Progress","Assessment","Tajik National Park (Mountains of the Pamirs)","Human Intrusions and Disturbance","War, Civil Unrest/ Military Exercises","Military exercises","Very Low Threat","1","1","2017"
"555556049","elena","In Progress","Assessment","Tajik National Park (Mountains of the Pamirs)","Climate Change and Severe Weather","Storms/Flooding","More rapid melting of Pamir glaciers is giving problems in maintaining roads because of damage from river flooding","High Threat","1","1","2017"
"555556049","elena","In Progress","Assessment","Tajik National Park (Mountains of the Pamirs)","Biological Resource Use","Fishing / Harvesting Aquatic Resources","Harvesting of slow-growing teresken for household fuel","High Threat","1","1","2017"
"555556049","elena","In Progress","Assessment","Tajik National Park (Mountains of the Pamirs)","Geological Events","Earthquakes/ Tsunamis","Earthquakes","High Threat","1","1","2017"
"93290","elena","In Progress","Assessment","Messel Pit Fossil Site","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Increase in visitor numbers","Very Low Threat","1","0","2017"
"93290","elena","In Progress","Assessment","Messel Pit Fossil Site","Human Intrusions and Disturbance","Other Activities","Scientific activities","Very Low Threat","1","0","2017"
"124386","elena","In Progress","Assessment","Lake Baikal","Energy Production and Mining","Mining/ Quarrying","Ore mining","High Threat","1","0","2017"
"2010","mizuki","Completed","Review","Ngorongoro Conservation Area","Other","Other","Disease transmission between domestic animals and wildlife","Data Deficient","1","0","2017"
"145576","elena","In Progress","Assessment","Heard and McDonald Islands","Geological Events","Avalanches/ Landslides","Avalanches/landslides","Data Deficient","1","0","2017"
"145576","elena","In Progress","Assessment","Heard and McDonald Islands","Climate Change and Severe Weather","Temperature extremes","Regional warming of air and sea surface temperatures, oceanic acidification","High Threat","1","0","2017"
"145576","elena","In Progress","Assessment","Heard and McDonald Islands","Climate Change and Severe Weather","Ocean acidification","Regional warming of air and sea surface temperatures, oceanic acidification","High Threat","1","0","2017"
"124386","elena","In Progress","Assessment","Lake Baikal","Residential and Commercial Development","Tourism/ Recreation Areas","Further increased uncontrolled and irresponsable tourism development","High Threat","1","1","2017"
"124386","elena","In Progress","Assessment","Lake Baikal","Natural System Modifications","Dams/ Water Management or Use","Potential hydroelectric developments on the Selenga and Orkhon Rivers in Mongolia","Data Deficient","0","1","2017"
"124386","elena","In Progress","Assessment","Lake Baikal","Geological Events","Erosion and Siltation/ Deposition","Shoreline erosion","Low Threat","1","0","2017"
"124387","elena","In Progress","Assessment","Volcanoes of Kamchatka","Residential and Commercial Development","Tourism/ Recreation Areas","Planned development of skiing areas","Low Threat","0","1","2017"
"124387","elena","In Progress","Assessment","Volcanoes of Kamchatka","Energy Production and Mining","Renewable Energy","Two hydropower stations outside the Kronotskiy reserve at Zhupanovaya River","High Threat","1","1","2017"
"124387","elena","In Progress","Assessment","Volcanoes of Kamchatka","Energy Production and Mining","Mining/ Quarrying","Plans for additional mining exploration, such as in Bystrinskiy Nature Park","Data Deficient","1","1","2017"
"93294","elena","In Progress","Assessment","Virgin Komi Forests","Biological Resource Use","Logging/ Wood Harvesting","Logging","Low Threat","1","1","2017"
"93294","elena","In Progress","Assessment","Virgin Komi Forests","Natural System Modifications","Fire/ Fire Suppression","Increased frequency of forest fires","Data Deficient","1","1","2017"
"903141","elena","In Progress","Assessment","Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe","Biological Resource Use","Logging/ Wood Harvesting","Logging","High Threat","1","1","2017"
"903141","elena","In Progress","Assessment","Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Tourism pressure","Low Threat","1","1","2017"
"903141","elena","In Progress","Assessment","Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe","Residential and Commercial Development","Commercial/ Industrial Areas","Infrastructure development","High Threat","1","1","2017"
"903141","elena","In Progress","Assessment","Ancient and Primeval Beech Forests of the Carpathians and Other Regions of Europe","Climate Change and Severe Weather","Temperature extremes","Climate change","Low Threat","1","1","2017"
"478641","elena","In Progress","Assessment","The Dolomites","Geological Events","Earthquakes/ Tsunamis","Possible seismic activities","Very Low Threat","1","1","2017"
"478641","elena","In Progress","Assessment","The Dolomites","Climate Change and Severe Weather","Temperature extremes","Glacier and permafrost melting due to global warming","Very Low Threat","1","0","2017"
"478638","michael","In Progress","Assessment","The Wadden Sea","Natural System Modifications","Dams/ Water Management or Use","Construction of new dikes or dams to combat sea level rise","Very Low Threat","1","1","2017"
"478638","michael","In Progress","Assessment","The Wadden Sea","Residential and Commercial Development","Commercial/ Industrial Areas","Construction of new harbours and industrial facilities","Very Low Threat","1","1","2017"
"12207","andrewcooper","Completed","Assessment","Giant's Causeway and Causeway Coast","Energy Production and Mining","Renewable Energy","Development of offshore windfarms","Low Threat","0","1","2017"
"12207","andrewcooper","Completed","Assessment","Giant's Causeway and Causeway Coast","Climate Change and Severe Weather","Storms/Flooding","Climate change impact on coastline","Data Deficient","1","0","2017"
"12207","andrewcooper","Completed","Assessment","Giant's Causeway and Causeway Coast","Energy Production and Mining","Oil/ Gas exploration/development","Petroleum exploration","Low Threat","1","1","2017"
"93295","elizabeth","Completed","Assessment","Waterton-Glacier International Peace Park","Invasive and Other Problematic Species and Genes","Invasive Non-Native/ Alien Species","Recreational fishing; aquatic invasive species","High Threat","1","1","2017"
"16793","elena","In Progress","Assessment","Nanda Devi and Valley of Flowers National Parks","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Opening of the site for mountain tourism","Low Threat","1","0","2017"
"220297","tilman","Completed","Assessment","Pantanal Conservation Complex","Transportation and Service Corridors","Shipping Lanes","Hidrovia","Very High Threat","1","1","2017"
"220297","tilman","Completed","Assessment","Pantanal Conservation Complex","Natural System Modifications","Dams/ Water Management or Use","Proposed further construction of dams on tributaries of the Paraguay River","Very High Threat","0","1","2017"
"67726","elena","In Progress","Assessment","Ujung Kulon National Park","Transportation and Service Corridors","Roads/ Railroads","Road development","Low Threat","0","1","2017"
"124388","elenaperez","Completed","Assessment","Laponian Area","Energy Production and Mining","Mining/ Quarrying","Mining prospecting at the vicinity of the site","Low Threat","0","1","2017"
"124388","elenaperez","Completed","Assessment","Laponian Area","Social/ Cultural Changes","Changes in traditional ways of life and knowledge systems","Modernization of techniques and use of motor vehicles (for herding)","Very Low Threat","0","1","2017"
"902482","tilman","Completed","Assessment","Shiretoko","Climate Change and Severe Weather","Habitat Shifting/ Alteration","Changing climate affecting sea ice formation","High Threat","1","1","2017"
"555512002","elena","Completed","Assessment","Phoenix Islands Protected Area","Human Intrusions and Disturbance","Tourism/ visitors/ recreation","Increase/development of tourism at the site","Low Threat","1","0","2017"
"555512002","elena","Completed","Assessment","Phoenix Islands Protected Area","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","0","2017"
"555512002","elena","Completed","Assessment","Phoenix Islands Protected Area","Climate Change and Severe Weather","Ocean acidification","Climate change","High Threat","1","0","2017"
"555512002","elena","Completed","Assessment","Phoenix Islands Protected Area","Energy Production and Mining","Mining/ Quarrying","Degradation of seamounts","Low Threat","1","0","2017"
"198293","elena","In Progress","Assessment","Atlantic Forest Southeast Reserves","Climate Change and Severe Weather","Temperature extremes","Climate change","High Threat","1","1","2017"
"198292","elena","In Progress","Assessment","Discovery Coast Atlantic Forest Reserves","Climate Change and Severe Weather","Temperature extremes","Climate change","Very High Threat","1","0","2017"
